N�mero;Fuero;Nombre;Tipo de ente;Direcci�n;Localidad;Departamento judicial;Tel�fono;Latitud;Longitud
1282;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1 - RESPONSABILIDAD JUVENIL;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700 int: 1746;-38.7172074;-62.26777062
1291;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 10 - DELITOS ECONOMICOS;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1296;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 11;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1303;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 12;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1314;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 14 - DELITOS SEXUALES;FISCALIA;MORENO 25;BAHIA BLANCA;BAHIA BLANCA;4500226;-38.7177986;-62.2680729
1318;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 15 - FLAGRANCIA;FISCALIA;GORRITI Y VIEYTES;BAHIA BLANCA;BAHIA BLANCA;4553646;-38.7174111;-62.27168962
1328;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 18 - RESPONSABILIDAD JUVENIL;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1338;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1351;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2 - RESPONSABILIDAD JUVENIL;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700 int: 1735;-38.7172074;-62.26777062
1369;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1384;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3 - RESPONSABILIDAD JUVENIL;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700 int: 1747;-38.7172074;-62.26777062
1390;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 4;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1417;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 5 - HOMICIDIOS DOLOSOS;FISCALIA;MORENO 25;BAHIA BLANCA;BAHIA BLANCA;4500226;-38.7177986;-62.2680729
1440;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 7;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1452;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 8;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1469;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 9 - COORDINADORA AYUDANTIAS FISCALES;FISCALIA;ESTOMBA 127;BAHIA BLANCA;BAHIA BLANCA;4591700;-38.7172074;-62.26777062
1481;PENAL;UNIDAD FUNCIONAL DE DEFENSA - FLAGRANCIA;DEFENSORIA;LAS HERAS 57 PISO 1;BAHIA BLANCA;BAHIA BLANCA;4516402;-38.7200752;-62.26237382
1641;PENAL;UNIDAD FUNCIONAL DE DEFENSA 7;DEFENSORIA;LAS HERAS 57;BAHIA BLANCA;BAHIA BLANCA;4516402;-38.7200752;-62.26237382
1667;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA CIVIL 1;DEFENSORIA;CHICLANA 140 PISO 1;BAHIA BLANCA;BAHIA BLANCA;4511352;-38.7193195;-62.26495832
1674;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA CIVIL 2 - AUSENTES Y PROCESOS VOLUNTARIOS;DEFENSORIA;CHICLANA 140 PISO 1;BAHIA BLANCA;BAHIA BLANCA;4511352;-38.7193195;-62.26495832
1680;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA CIVIL 3;DEFENSORIA;CHICLANA 140 PISO 1;BAHIA BLANCA;BAHIA BLANCA;4511352;-38.7193195;-62.26495832
1695;PENAL;UNIDAD FUNCIONAL DE DEFENSA PENAL 1;DEFENSORIA;LAS HERAS 57;BAHIA BLANCA;BAHIA BLANCA;4516402;-38.7200752;-62.26237382
1710;PENAL;UNIDAD FUNCIONAL DE DEFENSA PENAL 5;DEFENSORIA;LAS HERAS 57;BAHIA BLANCA;BAHIA BLANCA;4516402;-38.7200752;-62.26237382
1712;PENAL;UNIDAD FUNCIONAL DE DEFENSA PENAL 6;DEFENSORIA;LAS HERAS 57;BAHIA BLANCA;BAHIA BLANCA;4516402;-38.7200752;-62.26237382
1714;PENAL;UNIDAD FUNCIONAL DE DEFENSA PENAL JUVENIL;DEFENSORIA;LAS HERAS 57;BAHIA BLANCA;BAHIA BLANCA;4516402;-38.720005;-62.262135
74;PENAL;AYUDANTIA FISCAL - CARMEN DE PATAGONES;AYUDANTIA FISCAL;BYNON 211 PISO 1;CARMEN DE PATAGONES;BAHIA BLANCA;461777;-40.8022613;-62.98278652
225;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;OLIVERA 67;CARMEN DE PATAGONES;BAHIA BLANCA;461658;-40.8026516;-62.9846121
659;PAZ;JUZGADO DE PAZ;JUZGADO;MITRE 194;CARMEN DE PATAGONES;BAHIA BLANCA;461799;-40.8021234;-62.98626342
76;PENAL;AYUDANTIA FISCAL - CORONEL DORREGO - MONTE HERMOSO;AYUDANTIA FISCAL;PATAGONIA 376;CORONEL DORREGO;BAHIA BLANCA;454628;-38.9855269;-61.28907412
660;PAZ;JUZGADO DE PAZ;JUZGADO;PRESIDENTE PERON 920;CORONEL DORREGO;BAHIA BLANCA;453566;-38.7180581;-61.28632492
77;PENAL;AYUDANTIA FISCAL - CORONEL PRINGLES;AYUDANTIA FISCAL;GARAY 545;CORONEL PRINGLES;BAHIA BLANCA;462114;-37.9889383;-61.35642932
661;PAZ;JUZGADO DE PAZ;JUZGADO;CARLOS PELLEGRINI 840;CORONEL PRINGLES;BAHIA BLANCA;463288;-37.9831453;-61.35453822
79;PENAL;AYUDANTIA FISCAL - CORONEL SUAREZ;AYUDANTIA FISCAL;ALSINA 51;CORONEL SUAREZ;BAHIA BLANCA;432356;-37.4594288;-61.93227172
730;PAZ;JUZGADO DE PAZ;JUZGADO;25 DE MAYO N� 114;SAN VICENTE;LA PLATA;481352;-35.0231478;-58.42209542
662;PAZ;JUZGADO DE PAZ;JUZGADO;LAS HERAS E/ ALEM Y SAN MART�N;CORONEL SUAREZ;BAHIA BLANCA;422511;-37.4552877;-61.92848082
105;PENAL;AYUDANTIA FISCAL - GONZALEZ CHAVES;AYUDANTIA FISCAL;MAIPU 231;GONZALEZ CHAVES;BAHIA BLANCA;481174;-38.037504;-60.101201
226;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;LAVALLE 240;GONZALEZ CHAVES;BAHIA BLANCA;482545;-38.037096;-60.090558
663;PAZ;JUZGADO DE PAZ;JUZGADO;LAVALLE 240;GONZALEZ CHAVES;BAHIA BLANCA;481536;-38.037096;-60.090558
664;PAZ;JUZGADO DE PAZ;JUZGADO;BARTOLOME MITRE 402;M�DANOS;BAHIA BLANCA;432212;-38.828479;-62.694378
119;PENAL;AYUDANTIA FISCAL - MONTE HERMOSO;AYUDANTIA FISCAL;PATAGONIA 376;MONTE HERMOSO;BAHIA BLANCA;454628;-38.9855269;-61.28907412
665;PAZ;JUZGADO DE PAZ;JUZGADO;EDUARDO VIEGA 32;MONTE HERMOSO;BAHIA BLANCA;482715;-38.988232;-61.286136
666;PAZ;JUZGADO DE PAZ;JUZGADO;ALVEAR 123;PIG�E;BAHIA BLANCA;473114;-37.6009483;-62.40563522
123;PENAL;AYUDANTIA FISCAL - PUAN;AYUDANTIA FISCAL;MAR DEL PLATA 833;PUAN;BAHIA BLANCA;488667;-37.5468218;-62.77908419
667;PAZ;JUZGADO DE PAZ;JUZGADO;ORTUZAR E YRIGOYEN;PUAN;BAHIA BLANCA;498295;-37.548558;-62.770356
78;PENAL;AYUDANTIA FISCAL - CORONEL ROSALES - PUNTA ALTA;AYUDANTIA FISCAL;25 DE MAYO 81;PUNTA ALTA;BAHIA BLANCA;425910;-38.88563;-62.07785272
1392;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 4;FISCALIA;ALBERDI 698;ESCOBAR;ZARATE-CAMPANA;4420404;-34.350686;-58.800159
668;PAZ;JUZGADO DE PAZ;JUZGADO;JUAN JOSE PASO 633;PUNTA ALTA;BAHIA BLANCA;439396;-38.8786034;-62.07837662
130;PENAL;AYUDANTIA FISCAL - SAAVEDRA;AYUDANTIA FISCAL;LAVALLE 101;SAAVEDRA;BAHIA BLANCA;474434;-37.7649951;-62.35479682
135;PENAL;AYUDANTIA FISCAL - TORNQUIST;AYUDANTIA FISCAL;VERGARA 9;TORNQUIST;BAHIA BLANCA;4940744;-38.1009367;-62.22042082
669;PAZ;JUZGADO DE PAZ;JUZGADO;AVENIDA SARMIENTO 180;TORNQUIST;BAHIA BLANCA;4941107;-38.098947;-62.222087
28;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;AVENIDA MORENO 687 PISO 2;TRES ARROYOS;BAHIA BLANCA;425251;-38.381867;-60.269226
254;PENAL;CENTRO DE ASISTENCIA A LA VICTIMA;CENTRO DE ASISTENCIA A LA VICTIMA;HIPOLITO IRIGOYEN 330;TRES ARROYOS;BAHIA BLANCA;423505;-38.3808375;-60.27713782
408;FAMILIA;JUZGADO DE FAMILIA;JUZGADO;BETOLAZA 30;TRES ARROYOS;BAHIA BLANCA;428887;-38.377893;-60.274956
498;PENAL;JUZGADO DE GARANTIAS;JUZGADO;CALLE 1810 Y SARMIENTO;TRES ARROYOS;BAHIA BLANCA;424277 int: 30-31-32;-38.68492;-59.777794
579;PENAL;JUZGADO DE GARANTIAS DEL JOVEN;JUZGADO;AVENIDA MORENO 777;TRES ARROYOS;BAHIA BLANCA;433888;-38.382684;-60.268192
745;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;BRANDSEN 562;TRES ARROYOS;BAHIA BLANCA;426601 int: 100;-38.379476;-60.268282
776;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;BRANDSEN 562;TRES ARROYOS;BAHIA BLANCA;426601 int: 101;-38.379476;-60.268282
945;PENAL;JUZGADO EN LO CORRECCIONAL;JUZGADO;25 DE MAYO 162;TRES ARROYOS;BAHIA BLANCA;423052 int: 45;-38.3806059;-60.27886212
1031;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS - ATENCION A LA VICTIMA;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;HIPOLITO IRIGOYEN 175 PLANTA BAJA;TRES ARROYOS;BAHIA BLANCA;423505;-38.3792577;-60.27543022
1076;LABORAL;TRIBUNAL DEL TRABAJO;TRIBUNAL;HIPOLITO YRIGOYEN 310;TRES ARROYOS;BAHIA BLANCA;427051;-38.380776;-60.276561
1106;PENAL;TRIBUNAL EN LO CRIMINAL;TRIBUNAL;25 DE MAYO 162;TRES ARROYOS;BAHIA BLANCA;426540 int: 44;-38.3806059;-60.27886212
1236;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL;FISCALIA;CHACABUCO 131;TRES ARROYOS;BAHIA BLANCA;431473;-38.37954;-60.276381
1308;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 13;FISCALIA;HIPOLITO YRIGOYEN 175;TRES ARROYOS;BAHIA BLANCA;423505;-38.379677;-60.275451
1320;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 16;FISCALIA;HIPOLITO YRIGOYEN 175;TRES ARROYOS;BAHIA BLANCA;423505;-38.379658;-60.275456
1323;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 17;FISCALIA;HIPOLITO YRIGOYEN 175;TRES ARROYOS;BAHIA BLANCA;423505;-38.379677;-60.275451
1425;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 6;FISCALIA;HIPOLITO YRIGOYEN 175;TRES ARROYOS;BAHIA BLANCA;423505;-38.379677;-60.275451
1479;PENAL;UNIDAD FUNCIONAL DE DEFENSA;DEFENSORIA;AVENIDA MORENO 687 PISO 2;TRES ARROYOS;BAHIA BLANCA;427873;-38.381899;-60.269199
136;PENAL;AYUDANTIA FISCAL - VILLARINO;AYUDANTIA FISCAL;LAS HERAS 206;VILLARINO;BAHIA BLANCA;433163;-38.8287318;-62.69388352
62;PENAL;AYUDANTIA FISCAL - AYACUCHO;AYUDANTIA FISCAL;SAN MARTIN 1365;AYACUCHO;DOLORES;455100;-37.1531274;-58.49025032
229;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;AV. SOLANET 594;AYACUCHO;DOLORES;455308;-37.1527088;-58.47717262
635;PAZ;JUZGADO DE PAZ;JUZGADO;BARTOLOME MITRE 1154;AYACUCHO;DOLORES;452739;-37.1529844;-58.49090312
75;PENAL;AYUDANTIA FISCAL - CASTELLI;AYUDANTIA FISCAL;SAAVEDRA 82;CASTELLI;DOLORES;480036;-36.0891398;-57.80427352
658;PAZ;JUZGADO DE PAZ;JUZGADO;MITRE 276;CASTELLI;DOLORES;480114;-36.0901337;-57.80770062
564;PENAL;JUZGADO DE GARANTIAS 5;JUZGADO;SARMIENTO 363;CHASCOMUS;DOLORES;436421;-35.582798;-58.013528
671;PAZ;JUZGADO DE PAZ;JUZGADO;BOLIVAR 475;CHASCOMUS;DOLORES;423392;-35.5733633;-58.01959332
1016;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;MORENO 259;CHASCOMUS;DOLORES;426622;-35.5809457;-58.01035412
1461;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 9;FISCALIA;MORENO 259;CHASCOMUS;DOLORES;426622;-35.5809457;-58.01035412
1617;PENAL;UNIDAD FUNCIONAL DE DEFENSA 5;DEFENSORIA;MORENO ENTRE MENDOZA Y LA RIOJA;CHASCOMUS;DOLORES;02241-423229;-35.5809546;-58.01049212
9;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;MORENO 32;DOLORES;DOLORES;447679;-36.3165205;-57.67997082
29;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;MORENO 32;DOLORES;DOLORES;447679;-36.3165205;-57.67997082
87;PENAL;AYUDANTIA FISCAL - ESTUPEFACIENTES;AYUDANTIA FISCAL;SAN MARTIN 37;DOLORES;DOLORES;442589;-36.3163177;-57.67918722
146;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL;CAMARA;BELGRANO 141 PISO 1;DOLORES;DOLORES;447089 int: 30226;-36.3167132;-57.67746622
189;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL;CAMARA;BELGRANO 141 PISO 1;DOLORES;DOLORES;442309 int: 30221/30220;-36.3167132;-57.67746622
258;PENAL;CENTRO DE ASISTENCIA A LA VICTIMA;CENTRO DE ASISTENCIA A LA VICTIMA;BELGRANO 141 PLANTA BAJA;DOLORES;DOLORES;441698;-36.3167132;-57.67746622
274;CIVIL Y COMERCIAL;CURADURIA OFICIAL;CURADURIA OFICIAL;MENDIOLA 62;DOLORES;DOLORES;444517;-36.3172946;-57.68033982
307;PENAL;DEFENSORIA GENERAL;DEFENSORIA;ALEM 39;DOLORES;DOLORES;447705;-36.3145137;-57.68219552
335;PENAL;FISCALIA DE JUICIO;FISCALIA;SAN MARTIN 126 PISO 1;DOLORES;DOLORES;02245-442119/442438;-36.3158818;-57.67821832
356;PENAL;FISCALIA GENERAL;FISCALIA;BELGRANO 141;DOLORES;DOLORES;447675 int: 202;-36.3167132;-57.67746622
385;PENAL;JUZGADO DE EJECUCION;JUZGADO;OLAVARRIA 169;DOLORES;DOLORES;440529;-36.3179264;-57.68085372
1409;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 5;FISCALIA;ALBERDI 698;ESCOBAR;ZARATE-CAMPANA;4420550;-34.350686;-58.800159
134;PENAL;AYUDANTIA FISCAL - SAN VICENTE;AYUDANTIA FISCAL;ALEM  N�  45;SAN VICENTE;LA PLATA;481737;-35.021414;-58.426968
528;PENAL;JUZGADO DE GARANTIAS 2;JUZGADO;VUCETICH 365;DOLORES;DOLORES;446722;-36.3141117;-57.67641172
544;PENAL;JUZGADO DE GARANTIAS 3;JUZGADO;AMEGHINO 502;DOLORES;DOLORES;447620;-36.312033;-57.68216422
586;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 1;JUZGADO;PELLEGRINI 19;DOLORES;DOLORES;442148;-36.3144497;-57.6755321
618;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 1;JUZGADO;LEANDRO N ALEM 387;DOLORES;DOLORES;447636;-36.3130489;-57.67660792
746;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;BELGRANO 141;DOLORES;DOLORES;441593 int: 30238;-36.3167132;-57.67746622
777;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;BELGRANO 141;DOLORES;DOLORES;441593 int: 30241;-36.3167132;-57.67746622
792;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 3;JUZGADO;BELGRANO 141;DOLORES;DOLORES;444027 int: 30236;-36.3167132;-57.67746622
804;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 4;JUZGADO;BELGRANO 141;DOLORES;DOLORES;441593 int: 30247;-36.3167132;-57.67746622
848;CONTENCIOSO ADMINISTRATIVO;JUZGADO DE PRIMERA INSTANCIA EN LO CONTENCIOSO ADMINISTRATIVO 1;JUZGADO;BUENOS AIRES 60;DOLORES;DOLORES;447662;-36.3150887;-57.67779732
953;PENAL;JUZGADO EN LO CORRECCIONAL 1;JUZGADO;ARISTOBULO DEL VALLE 87;DOLORES;DOLORES;447806 int: 30517;-36.3176247;-57.67785322
968;PENAL;JUZGADO EN LO CORRECCIONAL 2;JUZGADO;ARISTOBULO DEL VALLE 24;DOLORES;DOLORES;442375;-36.3178605;-57.67841512
980;PENAL;JUZGADO EN LO CORRECCIONAL 3;JUZGADO;QUADRI 242;DOLORES;DOLORES;441659;-36.3137989;-57.67983882
1013;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;MARQUEZ 210;DOLORES;DOLORES;447680;-36.3177872;-57.67760972
1087;LABORAL;TRIBUNAL DEL TRABAJO 1;TRIBUNAL;SARMIENTO 166;DOLORES;DOLORES;441599 int: 30417;-36.3182353;-57.67653732
1094;LABORAL;TRIBUNAL DEL TRABAJO 2;TRIBUNAL;SARMIENTO 166;DOLORES;DOLORES;443082 int: 30574;-36.3182353;-57.67653732
1114;PENAL;TRIBUNAL EN LO CRIMINAL 1;TRIBUNAL;RICO 65;DOLORES;DOLORES;441378 int: 30557;-36.3161641;-57.67714342
1128;PENAL;TRIBUNAL EN LO CRIMINAL 2;TRIBUNAL;ALBERDI 137;DOLORES;DOLORES;444310;-36.3132058;-57.67957642
1230;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - FLAGRANCIA;FISCALIA;MENDIOLA 62;DOLORES;DOLORES;441155;-36.3172946;-57.68033982
1241;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL 1;FISCALIA;MORENO 32;DOLORES;DOLORES;447683;-36.3165205;-57.67997082
1248;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL 2;FISCALIA;MORENO 32;DOLORES;DOLORES;447683;-36.3165205;-57.67997082
1265;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1;FISCALIA;BELGRANO 141;DOLORES;DOLORES;446035;-36.3167132;-57.67746622
1335;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2;FISCALIA;MARQUEZ 250;DOLORES;DOLORES;447155;-36.3181635;-57.67751672
1380;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3 ;FISCALIA;SAN MARTIN 37;DOLORES;DOLORES;442589;-36.3163177;-57.67918722
1503;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1;DEFENSORIA;BELGRANO 114;DOLORES;DOLORES;443489;-36.3167556;-57.67823132
1515;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1 - FUERO RESPONSABILIDAD PENAL JUVENIL;DEFENSORIA;MORENO 32;DOLORES;DOLORES;440613;-36.3165205;-57.67997082
1553;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2;DEFENSORIA;BELGRANO 114;DOLORES;DOLORES;443489;-36.3167556;-57.67823132
1564;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2 - FUERO RESPONSABILIDAD PENAL JUVENIL;DEFENSORIA;MORENO 32;DOLORES;DOLORES;440613;-36.3165205;-57.67997082
1581;PENAL;UNIDAD FUNCIONAL DE DEFENSA 3;DEFENSORIA;BELGRANO 114;DOLORES;DOLORES;443489;-36.3167556;-57.67823132
1600;PENAL;UNIDAD FUNCIONAL DE DEFENSA 4;DEFENSORIA;BELGRANO 114;DOLORES;DOLORES;443489;-36.3167556;-57.67823132
1616;PENAL;UNIDAD FUNCIONAL DE DEFENSA 5;DEFENSORIA;BELGRANO 114;DOLORES;DOLORES;443489;-36.3167556;-57.67823132
1631;PENAL;UNIDAD FUNCIONAL DE DEFENSA 6;DEFENSORIA;BELGRANO 114;DOLORES;DOLORES;443489;-36.3167556;-57.67823132
1666;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA CIVIL 1;DEFENSORIA;BELGRANO 115;DOLORES;DOLORES;446221;-36.3167556;-57.67823132
1673;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA CIVIL 2 ;DEFENSORIA;BELGRANO 115;DOLORES;DOLORES;446221;-36.3167556;-57.67823132
1677;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA CIVIL 3;DEFENSORIA;BELGRANO 115;DOLORES;DOLORES;446221;-36.3167556;-57.67823132
98;PENAL;AYUDANTIA FISCAL - GENERAL BELGRANO;AYUDANTIA FISCAL;DR. ORTIZ 581;GENERAL BELGRANO;DOLORES;454867;-35.7676371;-58.49725921
682;PAZ;JUZGADO DE PAZ;JUZGADO;DOCTOR ORTIZ 416;GENERAL BELGRANO;DOLORES;452188;-35.7676371;-58.49725921
683;PAZ;JUZGADO DE PAZ;JUZGADO;JUAN DOMINGO PERON 92;GENERAL CONESA;DOLORES;492053;-36.5190316;-57.32602672
684;PAZ;JUZGADO DE PAZ;JUZGADO;BELGRANO E/ 25 DE MAYO Y CEPEDA;GENERAL GUIDO;DOLORES;491014;-36.6412355;-57.79163872
686;PAZ;JUZGADO DE PAZ;JUZGADO;ARTURO DE LA SERNA 1264;GENERAL LAVALLE;DOLORES;491098;-36.405763;-56.943218
100;PENAL;AYUDANTIA FISCAL - GENERAL MADARIAGA;AYUDANTIA FISCAL;HIPOLITO YRIGOYEN 540;GENERAL MADARIAGA;DOLORES;552946;-36.995213;-57.134242
687;PAZ;JUZGADO DE PAZ;JUZGADO;HIPOLITO YRIGOYEN E/ BELGRANO Y MITRE;GENERAL MADARIAGA;DOLORES;424858;-36.995213;-57.134242
1449;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 8;FISCALIA;HIPOLITO YRIGOYEN 540;GENERAL MADARIAGA;DOLORES;552946;-36.995213;-57.134242
426;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;ARISTOBULO DEL VALLE 848;QUILMES;QUILMES;42538624;-34.721603;-58.265586
696;PAZ;JUZGADO DE PAZ;JUZGADO;HIPOLITO YRIGOYEN 424;LEZAMA;DOLORES;432233;-35.87423;-57.898603
114;PENAL;AYUDANTIA FISCAL - MAIPU;AYUDANTIA FISCAL;RAMOS MEJIA 593;MAIPU;DOLORES;430056;-36.8618287;-57.8882713
704;PAZ;JUZGADO DE PAZ;JUZGADO;MADERO 601;MAIPU;DOLORES;421051;-36.8628531;-57.8827953
557;PENAL;JUZGADO DE GARANTIAS 4;JUZGADO;CALLE 2 N�7439;MAR DEL TUYU;DOLORES;434720;-36.575744;-56.690439
705;PAZ;JUZGADO DE PAZ;JUZGADO;CALLE 2 N�7960;MAR DEL TUYU;DOLORES;435577;-36.575753;-56.690439
1014;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;CALLE 73 157;MAR DEL TUYU;DOLORES;435027;-36.575128;-56.68957
1266;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1;FISCALIA;CALLE 73 N�175;MAR DEL TUYU;DOLORES;435379;-36.575128;-56.68957
1336;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2;FISCALIA;CALLE 73 N�175;MAR DEL TUYU;DOLORES;435027;-36.575128;-56.68957
1383;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3 - FLAGRANCIA;FISCALIA;CALLE 2 N�7852;MAR DEL TUYU;DOLORES;434681;-36.575753;-56.690439
1504;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1;DEFENSORIA;CALLE 73 ENTRE 1 Y 2;MAR DEL TUYU;DOLORES;434242;-36.575128;-56.68957
1554;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2;DEFENSORIA;CALLE 73 ENTRE 1 Y 2;MAR DEL TUYU;DOLORES;434376;-36.575128;-56.68957
507;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;AVELLANEDA 210;DOLORES;DOLORES;443919;-36.310169;-57.680469
122;PENAL;AYUDANTIA FISCAL - PINAMAR;AYUDANTIA FISCAL;CONSTITUCION 1451;PINAMAR;DOLORES;488929;-37.108933;-56.872703
716;PAZ;JUZGADO DE PAZ;JUZGADO;AVENIDA SHAW 87;PINAMAR;DOLORES;483245;-37.1112252;-56.86746919
1015;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;CONSTITUCION 1451;PINAMAR;DOLORES;485955;-37.108933;-56.872703
1388;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 4;FISCALIA;CONSTITUCION 1451;PINAMAR;DOLORES;492817;-37.108933;-56.872703
1406;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 5;FISCALIA;RIVADAVIA 1243;PINAMAR;DOLORES;519020;-37.1093808;-56.86935922
1601;PENAL;UNIDAD FUNCIONAL DE DEFENSA 4;DEFENSORIA;CONSTITUCION 1451;PINAMAR;DOLORES;400186;-37.109074;-56.872109
